Index,Genre
4,drama
7,drama
9,drama
11,drama
12,drama
15,drama
19,drama
20,drama
21,drama
24,drama
25,drama
29,drama
30,drama
31,drama
32,drama
34,drama
36,drama
39,drama
43,drama
48,drama
52,drama
53,drama
55,drama
56,drama
61,drama
63,drama
66,drama
68,drama
70,drama
72,drama
73,drama
77,drama
81,drama
82,drama
85,drama
87,drama
91,drama
92,drama
93,drama
94,drama
98,drama
101,drama
103,drama
112,drama
113,drama
115,drama
116,drama
121,drama
134,drama
135,drama
146,drama
147,drama
149,drama
160,drama
164,drama
175,drama
177,drama
187,drama
188,drama
189,drama
191,drama
192,drama
197,drama
199,drama
200,drama
202,drama
208,drama
220,drama
233,drama
234,drama
235,drama
236,drama
239,drama
243,drama
249,drama
250,drama
259,drama
260,drama
262,drama
264,drama
295,drama
300,drama
302,drama
305,drama
308,drama
312,drama
318,drama
319,drama
324,drama
326,drama
328,drama
331,drama
333,drama
336,drama
338,drama
344,drama
348,drama
350,drama
364,drama
366,drama
383,drama
389,drama
397,drama
400,drama
401,drama
404,drama
406,drama
412,drama
413,drama
420,drama
426,drama
437,drama
458,drama
471,drama
478,drama
485,drama
486,drama
489,drama
493,drama
494,drama
504,drama
505,drama
506,drama
508,drama
510,drama
512,drama
517,drama
526,drama
527,drama
528,drama
532,drama
536,drama
554,drama
555,drama
556,drama
571,drama
572,drama
575,drama
577,drama
583,drama
587,drama
591,drama
596,drama
600,drama
603,drama
606,drama
607,drama
608,drama
616,drama
622,drama
629,drama
632,drama
638,drama
642,drama
644,drama
646,drama
647,drama
648,drama
651,drama
652,drama
658,drama
663,drama
666,drama
672,drama
673,drama
674,drama
675,drama
679,drama
680,drama
682,drama
686,drama
690,drama
694,drama
696,drama
698,drama
702,drama
703,drama
711,drama
715,drama
717,drama
718,drama
722,drama
726,drama
731,drama
733,drama
734,drama
735,drama
736,drama
738,drama
739,drama
742,drama
746,drama
748,drama
749,drama
752,drama
753,drama
754,drama
755,drama
757,drama
758,drama
762,drama
765,drama
767,drama
775,drama
778,drama
779,drama
780,drama
783,drama
784,drama
787,drama
788,drama
797,drama
799,drama
800,drama
803,drama
807,drama
809,drama
810,drama
814,drama
817,drama
818,drama
819,drama
821,drama
825,drama
827,drama
828,drama
829,drama
830,drama
831,drama
832,drama
834,drama
835,drama
836,drama
837,drama
838,drama
839,drama
843,drama
848,drama
849,drama
850,drama
853,drama
855,drama
871,drama
874,drama
880,drama
883,drama
888,drama
889,drama
891,drama
892,drama
894,drama
895,drama
896,drama
897,drama
900,drama
901,drama
904,drama
905,drama
910,drama
911,drama
915,drama
920,drama
922,drama
928,drama
931,drama
939,drama
940,drama
942,drama
945,drama
946,drama
951,drama
954,drama
959,drama
960,drama
961,drama
962,drama
966,drama
967,drama
968,drama
972,drama
973,drama
979,drama
980,drama
982,drama
983,drama
984,drama
985,drama
986,drama
989,drama
992,drama
994,drama
997,drama
1000,drama
1004,drama
1005,drama
1008,drama
1010,drama
1014,drama
1021,drama
1024,drama
1025,drama
1026,drama
1027,drama
1028,drama
1030,drama
1032,drama
1033,drama
1034,drama
1037,drama
1039,drama
1040,drama
1043,drama
1048,drama
1051,drama
1052,drama
1053,drama
1055,drama
1057,drama
1060,drama
1061,drama
1063,drama
1064,drama
1068,drama
1069,drama
1070,drama
1074,drama
1075,drama
1077,drama
1079,drama
1080,drama
1081,drama
1082,drama
1084,drama
1086,drama
1091,drama
1093,drama
1094,drama
1097,drama
1100,drama
1101,drama
1107,drama
1109,drama
1110,drama
1111,drama
1116,drama
1118,drama
1121,drama
1125,drama
1129,drama
1131,drama
1132,drama
1135,drama
1136,drama
1143,drama
1152,drama
1153,drama
1162,drama
1169,drama
1177,drama
1179,drama
1182,drama
1184,drama
1195,drama
1197,drama
1200,drama
1201,drama
1207,drama
1211,drama
1212,drama
1218,drama
1226,drama
1230,drama
1231,drama
1238,drama
1248,drama
1251,drama
1256,drama
1257,drama
1258,drama
1262,drama
1274,drama
1276,drama
1288,drama
1291,drama
1296,drama
1298,drama
1299,drama
1303,drama
1,comedy
2,comedy
4,comedy
6,comedy
11,comedy
13,comedy
17,comedy
20,comedy
22,comedy
26,comedy
28,comedy
36,comedy
39,comedy
40,comedy
42,comedy
43,comedy
44,comedy
47,comedy
49,comedy
56,comedy
57,comedy
58,comedy
65,comedy
67,comedy
69,comedy
70,comedy
73,comedy
76,comedy
78,comedy
84,comedy
90,comedy
97,comedy
99,comedy
100,comedy
102,comedy
105,comedy
106,comedy
108,comedy
111,comedy
117,comedy
119,comedy
121,comedy
124,comedy
126,comedy
127,comedy
128,comedy
136,comedy
137,comedy
139,comedy
140,comedy
144,comedy
145,comedy
151,comedy
154,comedy
155,comedy
156,comedy
158,comedy
162,comedy
163,comedy
166,comedy
171,comedy
173,comedy
176,comedy
178,comedy
180,comedy
181,comedy
182,comedy
183,comedy
186,comedy
195,comedy
198,comedy
203,comedy
205,comedy
212,comedy
216,comedy
221,comedy
230,comedy
232,comedy
237,comedy
248,comedy
250,comedy
254,comedy
256,comedy
257,comedy
268,comedy
270,comedy
281,comedy
282,comedy
293,comedy
296,comedy
301,comedy
307,comedy
308,comedy
309,comedy
310,comedy
314,comedy
317,comedy
321,comedy
323,comedy
327,comedy
330,comedy
332,comedy
337,comedy
339,comedy
340,comedy
342,comedy
347,comedy
348,comedy
349,comedy
351,comedy
355,comedy
356,comedy
357,comedy
365,comedy
367,comedy
371,comedy
373,comedy
378,comedy
380,comedy
386,comedy
388,comedy
391,comedy
393,comedy
394,comedy
398,comedy
399,comedy
402,comedy
403,comedy
405,comedy
409,comedy
411,comedy
415,comedy
416,comedy
422,comedy
427,comedy
433,comedy
434,comedy
435,comedy
436,comedy
438,comedy
441,comedy
443,comedy
445,comedy
450,comedy
453,comedy
456,comedy
458,comedy
460,comedy
463,comedy
464,comedy
467,comedy
468,comedy
469,comedy
477,comedy
481,comedy
483,comedy
484,comedy
487,comedy
488,comedy
490,comedy
496,comedy
499,comedy
501,comedy
503,comedy
507,comedy
509,comedy
511,comedy
514,comedy
515,comedy
528,comedy
530,comedy
534,comedy
537,comedy
539,comedy
540,comedy
542,comedy
543,comedy
544,comedy
552,comedy
558,comedy
560,comedy
561,comedy
562,comedy
567,comedy
573,comedy
578,comedy
581,comedy
582,comedy
585,comedy
592,comedy
601,comedy
602,comedy
610,comedy
612,comedy
617,comedy
619,comedy
621,comedy
624,comedy
626,comedy
631,comedy
633,comedy
634,comedy
635,comedy
636,comedy
649,comedy
652,comedy
656,comedy
657,comedy
661,comedy
664,comedy
667,comedy
670,comedy
671,comedy
684,comedy
691,comedy
692,comedy
694,comedy
696,comedy
698,comedy
699,comedy
700,comedy
704,comedy
706,comedy
707,comedy
712,comedy
713,comedy
717,comedy
718,comedy
719,comedy
724,comedy
731,comedy
732,comedy
740,comedy
743,comedy
744,comedy
745,comedy
747,comedy
751,comedy
759,comedy
760,comedy
762,comedy
770,comedy
771,comedy
773,comedy
774,comedy
785,comedy
786,comedy
789,comedy
791,comedy
792,comedy
795,comedy
805,comedy
808,comedy
809,comedy
811,comedy
812,comedy
813,comedy
815,comedy
816,comedy
821,comedy
822,comedy
824,comedy
829,comedy
833,comedy
841,comedy
844,comedy
845,comedy
847,comedy
851,comedy
854,comedy
856,comedy
857,comedy
858,comedy
862,comedy
884,comedy
886,comedy
898,comedy
899,comedy
905,comedy
907,comedy
911,comedy
913,comedy
923,comedy
929,comedy
941,comedy
943,comedy
944,comedy
950,comedy
953,comedy
956,comedy
958,comedy
963,comedy
968,comedy
969,comedy
974,comedy
976,comedy
978,comedy
999,comedy
1001,comedy
1006,comedy
1015,comedy
1016,comedy
1019,comedy
1020,comedy
1024,comedy
1025,comedy
1030,comedy
1038,comedy
1039,comedy
1045,comedy
1050,comedy
1054,comedy
1058,comedy
1059,comedy
1065,comedy
1068,comedy
1071,comedy
1077,comedy
1078,comedy
1082,comedy
1083,comedy
1088,comedy
1089,comedy
1090,comedy
1095,comedy
1102,comedy
1105,comedy
1106,comedy
1113,comedy
1114,comedy
1116,comedy
1133,comedy
1142,comedy
1145,comedy
1146,comedy
1154,comedy
1158,comedy
1163,comedy
1165,comedy
1166,comedy
1176,comedy
1185,comedy
1188,comedy
1190,comedy
1199,comedy
1202,comedy
1213,comedy
1218,comedy
1223,comedy
1228,comedy
1239,comedy
1243,comedy
1252,comedy
1283,comedy
1284,comedy
1286,comedy
1294,comedy
1307,comedy
1309,comedy
1314,comedy
1318,comedy
1321,comedy
4,romance
8,romance
14,romance
15,romance
16,romance
19,romance
21,romance
28,romance
29,romance
30,romance
33,romance
34,romance
35,romance
36,romance
39,romance
42,romance
43,romance
44,romance
48,romance
50,romance
54,romance
61,romance
62,romance
64,romance
66,romance
70,romance
72,romance
74,romance
76,romance
80,romance
81,romance
82,romance
89,romance
94,romance
95,romance
119,romance
121,romance
123,romance
125,romance
126,romance
131,romance
136,romance
150,romance
152,romance
155,romance
160,romance
164,romance
166,romance
168,romance
170,romance
182,romance
186,romance
214,romance
219,romance
221,romance
223,romance
233,romance
237,romance
238,romance
241,romance
244,romance
245,romance
250,romance
251,romance
252,romance
255,romance
262,romance
267,romance
273,romance
276,romance
278,romance
280,romance
285,romance
287,romance
290,romance
295,romance
307,romance
309,romance
320,romance
324,romance
342,romance
343,romance
347,romance
352,romance
360,romance
367,romance
376,romance
377,romance
380,romance
382,romance
384,romance
385,romance
386,romance
390,romance
393,romance
394,romance
400,romance
401,romance
406,romance
416,romance
417,romance
418,romance
421,romance
422,romance
423,romance
425,romance
428,romance
429,romance
430,romance
446,romance
447,romance
459,romance
460,romance
465,romance
476,romance
477,romance
484,romance
496,romance
506,romance
518,romance
522,romance
530,romance
535,romance
544,romance
545,romance
547,romance
557,romance
564,romance
568,romance
577,romance
579,romance
584,romance
586,romance
590,romance
599,romance
611,romance
615,romance
616,romance
617,romance
619,romance
620,romance
627,romance
628,romance
634,romance
636,romance
644,romance
649,romance
651,romance
653,romance
669,romance
671,romance
675,romance
678,romance
680,romance
688,romance
696,romance
697,romance
699,romance
700,romance
704,romance
709,romance
719,romance
727,romance
729,romance
742,romance
744,romance
745,romance
757,romance
759,romance
768,romance
781,romance
787,romance
793,romance
796,romance
804,romance
812,romance
819,romance
823,romance
827,romance
828,romance
841,romance
842,romance
844,romance
858,romance
863,romance
867,romance
869,romance
872,romance
876,romance
877,romance
887,romance
889,romance
890,romance
893,romance
898,romance
903,romance
907,romance
934,romance
936,romance
941,romance
946,romance
951,romance
953,romance
955,romance
962,romance
972,romance
985,romance
990,romance
996,romance
997,romance
1000,romance
1009,romance
1011,romance
1014,romance
1015,romance
1018,romance
1019,romance
1029,romance
1035,romance
1037,romance
1040,romance
1042,romance
1045,romance
1049,romance
1050,romance
1056,romance
1059,romance
1062,romance
1065,romance
1067,romance
1071,romance
1072,romance
1101,romance
1102,romance
1130,romance
1203,romance
1205,romance
1206,romance
1210,romance
1218,romance
1247,romance
1278,romance
10,thriller
18,thriller
19,thriller
23,thriller
24,thriller
25,thriller
32,thriller
37,thriller
50,thriller
51,thriller
52,thriller
54,thriller
59,thriller
75,thriller
79,thriller
82,thriller
107,thriller
109,thriller
110,thriller
125,thriller
130,thriller
141,thriller
143,thriller
153,thriller
170,thriller
171,thriller
179,thriller
184,thriller
196,thriller
197,thriller
201,thriller
204,thriller
207,thriller
222,thriller
226,thriller
238,thriller
239,thriller
240,thriller
251,thriller
269,thriller
271,thriller
275,thriller
283,thriller
286,thriller
287,thriller
288,thriller
289,thriller
297,thriller
298,thriller
304,thriller
306,thriller
316,thriller
321,thriller
334,thriller
346,thriller
350,thriller
353,thriller
358,thriller
370,thriller
387,thriller
389,thriller
395,thriller
407,thriller
408,thriller
417,thriller
426,thriller
431,thriller
432,thriller
439,thriller
442,thriller
446,thriller
457,thriller
461,thriller
462,thriller
472,thriller
474,thriller
475,thriller
479,thriller
482,thriller
493,thriller
498,thriller
500,thriller
510,thriller
512,thriller
513,thriller
516,thriller
521,thriller
529,thriller
531,thriller
535,thriller
536,thriller
538,thriller
548,thriller
549,thriller
563,thriller
566,thriller
567,thriller
568,thriller
580,thriller
583,thriller
587,thriller
588,thriller
589,thriller
593,thriller
597,thriller
598,thriller
599,thriller
610,thriller
621,thriller
626,thriller
637,thriller
645,thriller
655,thriller
662,thriller
674,thriller
685,thriller
693,thriller
697,thriller
701,thriller
714,thriller
721,thriller
750,thriller
761,thriller
763,thriller
764,thriller
766,thriller
771,thriller
772,thriller
781,thriller
782,thriller
790,thriller
794,thriller
801,thriller
807,thriller
811,thriller
832,thriller
840,thriller
846,thriller
852,thriller
860,thriller
865,thriller
866,thriller
873,thriller
879,thriller
882,thriller
903,thriller
904,thriller
908,thriller
909,thriller
910,thriller
916,thriller
917,thriller
925,thriller
927,thriller
932,thriller
935,thriller
937,thriller
952,thriller
955,thriller
964,thriller
977,thriller
981,thriller
983,thriller
987,thriller
995,thriller
1002,thriller
1008,thriller
1011,thriller
1012,thriller
1017,thriller
1018,thriller
1022,thriller
1032,thriller
1033,thriller
1036,thriller
1048,thriller
1049,thriller
1054,thriller
1057,thriller
1076,thriller
1086,thriller
1093,thriller
1098,thriller
1103,thriller
1104,thriller
1108,thriller
1112,thriller
1115,thriller
1117,thriller
1124,thriller
1134,thriller
1139,thriller
1141,thriller
1144,thriller
1151,thriller
1156,thriller
1173,thriller
1227,thriller
1265,thriller
1266,thriller
1269,thriller
1272,thriller
1284,thriller
1300,thriller
6,action
16,action
19,action
25,action
42,action
60,action
62,action
82,action
84,action
99,action
107,action
109,action
110,action
120,action
125,action
126,action
130,action
148,action
152,action
157,action
159,action
172,action
190,action
193,action
206,action
207,action
222,action
231,action
241,action
242,action
246,action
247,action
251,action
265,action
272,action
284,action
291,action
301,action
308,action
316,action
329,action
344,action
356,action
361,action
375,action
377,action
385,action
387,action
391,action
395,action
407,action
408,action
412,action
434,action
440,action
448,action
456,action
463,action
476,action
492,action
509,action
511,action
519,action
521,action
525,action
533,action
541,action
542,action
545,action
554,action
561,action
565,action
569,action
575,action
585,action
589,action
595,action
618,action
620,action
623,action
625,action
633,action
639,action
647,action
650,action
660,action
677,action
681,action
688,action
689,action
693,action
703,action
706,action
708,action
711,action
713,action
722,action
725,action
732,action
735,action
763,action
768,action
780,action
782,action
806,action
826,action
829,action
840,action
842,action
843,action
846,action
853,action
868,action
877,action
888,action
895,action
901,action
903,action
906,action
910,action
912,action
914,action
921,action
926,action
927,action
948,action
949,action
957,action
958,action
959,action
960,action
976,action
984,action
986,action
987,action
991,action
1002,action
1003,action
1005,action
1007,action
1013,action
1016,action
1022,action
1055,action
1062,action
1063,action
1072,action
1073,action
1076,action
1084,action
1088,action
1092,action
1118,action
1141,action
1157,action
1171,action
1235,action
1236,action
1263,action
1289,action
1290,action
1292,action
1300,action
1305,action
1320,action
3,social
5,unknown
8,history
9,social
9,history
10,crime
19,crime
20,fantasy
25,crime
27,unknown
30,fantasy
32,mystery
34,musical
37,spy
38,adventure
41,unknown
42,crime
45,horror
46,unknown
48,musical
50,musical
53,adventure
54,mystery
54,horror
55,biography
59,crime
60,fantasy
60,adventure
64,family
64,animation
67,social
70,musical
71,politics
72,family
72,musical
79,mystery
82,mystery
83,animation
86,horror
88,sport
91,fantasy
91,musical
93,crime
93,mystery
96,horror
102,romantic
104,political
106,romantic
114,unknown
115,historical
118,social
121,social
122,unknown
127,dark
129,musical
132,horror
133,social
138,social
142,social
151,sport
151,romantic
154,romantic
156,romantic
161,animation
163,romantic
164,musical
164,social
165,fantasy
167,social
169,fantasy
171,social
174,musical
175,family
180,romantic
181,romantic
185,epic
185,film
186,crime
194,horror
203,romantic
209,sport
209,social
210,found
210,footage
211,horror
213,social
215,animation
217,social
218,social
220,social
221,fantasy
224,social
225,horror
227,animation
228,social
229,unknown
230,romantic
236,child
239,political
251,crime
253,horror
254,political
258,crime
259,family
261,mystery
261,suspense
263,horror
266,science
266,fiction
274,animation
275,horror
277,biographical
279,biographical
279,animation
284,adventure
289,crime
289,suspense
292,period
293,crime
294,biographical
299,horror
303,animated
306,social
307,adult
309,adult
311,social
313,social
315,cult
318,family
321,black
322,child
325,family
329,mystery
330,teen
330,satire
330,film
335,child
336,cult
337,movie
337,road
338,social
340,teen
341,horror
343,horror
345,child
346,psychological
352,teen
354,crime
357,adult
358,psychological
359,child
360,road
362,social
363,biographical
365,social
368,horror
369,social
372,crime
374,social
379,social
381,social
388,romantic
392,romantic
394,crime
396,sci
396,fi
409,crime
410,adult
410,horror
414,social
417,adult
419,adult
419,horror
424,crime
431,suspense
439,adult
442,crime
444,horror
448,adult
448,crime
449,animation
450,film
451,computer
451,animated
452,crime
453,romantic
454,romantic
455,adult
455,romantic
457,political
461,adult
461,crime
466,child
469,adult
470,social
472,adult
473,computer
473,animated
474,adult
474,crime
479,social
480,romantic
482,adult
482,suspense
486,adult
491,com
491,rom
492,fantasy
495,horror
497,computer
497,animated
498,political
500,crime
502,horror
503,musical
504,child
504,animation
508,suspense
518,crime
520,crime
523,musical
523,animation
524,crime
526,family
534,romantic
537,satire
540,satire
546,horror
547,musical
549,crime
550,anthology
551,child
551,animation
552,zombie
553,coming
553,of
553,age
555,romantic
558,romantic
559,social
560,romantic
566,romantic
570,biopic
574,com
574,rom
576,avant
576,garde
580,erotic
586,crime
587,espionage
588,political
592,adult
594,horror
595,com
595,rom
598,suspense
599,psychological
601,war
604,crime
605,masala
606,biography
607,political
608,crime
609,crime
613,superhero
614,crime
619,crime
625,adventure
626,black
630,experimental
631,romantic
638,social
640,social
641,horror
643,documentary
650,social
654,horror
657,horror
659,adult
659,horror
664,sci
664,fi
665,social
666,fantasy
668,fantasy
668,child
672,musical
674,mystery
676,social
683,adult
687,mystery
695,horror
705,horror
710,dance
716,horror
720,horror
723,social
723,satire
728,satire
728,political
729,crime
730,horror
737,historical
737,animation
741,found
741,horror
741,footage
750,erotica
754,social
756,sport
761,suspense
769,horror
773,romantic
776,horror
777,mystery
783,historical
784,crime
786,romantic
788,political
798,musical
801,sci
801,fi
802,horror
803,dance
806,crime
810,crime
811,spoof
820,dance
822,social
839,social
845,crime
855,romantic
859,crime
861,political
864,biopic
866,crime
870,anthology
873,adult
875,adventure
878,neo
878,noir
881,biopic
882,war
883,musical
884,adult
885,sport
886,adult
894,biopic
896,biopic
902,satire
915,adventure
918,horror
919,biopic
920,political
924,biopic
927,psychological
930,romantic
933,crime
935,crime
937,crime
938,adult
940,political
942,sport
947,road
947,movie
963,sport
963,romantic
965,horror
970,satirical
971,sport
971,biopic
973,adventure
974,supernatural
975,biographical
976,animation
976,adventure
980,social
981,supernatural
986,animation
988,erotic
988,romantic
993,horror
993,romantic
994,crime
998,biopic
999,crime
1001,crime
1003,crime
1010,war
1023,adventure
1028,period
1031,biopic
1034,anthology
1036,crime
1036,political
1041,biopic
1043,crime
1044,animation
1046,horror
1047,mystery
1047,suspense
1051,child
1061,sex
1063,period
1066,neo
1066,noir
1069,patriotic
1075,musical
1076,crime
1079,crime
1083,dark
1085,horror
1087,biographic
1089,romantic
1091,social
1094,musical
1096,road
1096,film
1099,horror
1103,suspense
1105,romantic
1106,social
1107,romantic
1108,erotic
1110,disaster
1112,romantic
1115,suspense
1117,crime
1119,horror
1120,Dark comedy
1122,Psychological Thriller
1123,Suspense Thriller
1126,Period drama
1127,Comedy Drama
1128,Romantic Comedy
1137,Erotic thriller
1138,Romantic/ Comedy
1140,Satire/ Comedy
1147,Action/Romance
1148,Comedy thriller
1149,Psychological Thriller
1150,Slice of lifeRomantic drama
1155,Romantic thriller
1159,Crime Drama
1160,Period Thriller
1161,Horror Thriller
1164,Horror-Comedy
1167,Action/drama
1168,Suspense Thriller
1170,Romantic Comedy
1172,Drama/Action
1174,biopic
1175,biopic
1178,Horror/Thriller
1180,Romantic Comedy
1181,Musical comedy
1183,Crime Comedy
1186,Sports/Drama
1187,Action/Thriller
1189,
1191,Horror Comedy
1192,Action/War
1193,Drama/Romance
1194,Psychological drama
1196,Romantic/ Drama
1198,Action/Drama/Musical
1203,Social Drama
1204,biographical
1206,Social Drama
1208,romantic
1209,Romantic thriller
1214,Suspense Thriller
1215,Romantic Comedy
1216,Romantic Comedy
1217,crime
1219,Suspense Thriller
1220,Action Thriller
1221,Erotic thriller
1222,horror
1224,Romantic Family Drama
1225,Period action/adventure
1229,Action/Comedy
1232,Adult-comedy
1233,Comedy/drama
1234,Action Comedy
1237,biopic
1240,Crime Drama
1241,Biographical Drama
1242,Black comedy
1244,Drama/ Coming of Age
1245,biographical
1246,biographical
1249,Horror/Thriller
1250,biopic
1253,Romantic Comedy
1254,Crime Drama
1255,Drama /Thriller
1259,Social Drama
1260,Drama/historical
1261,Action Comedy
1264,Action Thriller
1267,Period drama / thriller
1268,Action Thriller
1270,Romantic Comedy
1271,Romantic Comedy
1273,biopic
1275,horror
1277,Drama/ Thriller
1279,Action Thriller
1280,Romantic thriller
1281,biopic
1282,Family Drama
1285,Romantic Comedy
1287,Romantic Comedy
1293,Comedy-Drama
1295,crime thriller
1297,Drama/Romance
1301,biopic
1302,Comedy Drama
1304,Horror Thriller
1306,Romantic drama
1308,biopic
1310,Horror Thriller
1311,Action/Romance
1312,Historical/Romance
1313,Black comedy
1315,Romantic drama
1316,Romantic drama
1317,Action/battle
1319,crime thriller
